Category,Item Name,File ID,Direct Image URL,Drive View URL
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Refrigerator Side Panel,1SFa3YFBeDAwCm-8gX4WCSZUQvNX41r2N,https://drive.google.com/uc?id=1SFa3YFBeDAwCm-8gX4WCSZUQvNX41r2N,https://drive.google.com/file/d/1SFa3YFBeDAwCm-8gX4WCSZUQvNX41r2N/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Glass Insert Doors,1LYCu_QBitA0t0whEpUuSA_C-32qoLvrB,https://drive.google.com/uc?id=1LYCu_QBitA0t0whEpUuSA_C-32qoLvrB,https://drive.google.com/file/d/1LYCu_QBitA0t0whEpUuSA_C-32qoLvrB/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Drawer Base Option,1YkNKo66ni2BdObbUx5oGnOQ10lQ5Wx9X,https://drive.google.com/uc?id=1YkNKo66ni2BdObbUx5oGnOQ10lQ5Wx9X,https://drive.google.com/file/d/1YkNKo66ni2BdObbUx5oGnOQ10lQ5Wx9X/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Tip Out Tray,1WQJaLbw9czjxck2YLb1BIlipGAwU4FD7,https://drive.google.com/uc?id=1WQJaLbw9czjxck2YLb1BIlipGAwU4FD7,https://drive.google.com/file/d/1WQJaLbw9czjxck2YLb1BIlipGAwU4FD7/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Pull Out Base Corner,1Ma963q1PCbdyiwbL04S55Uv7ZUEew7J_,https://drive.google.com/uc?id=1Ma963q1PCbdyiwbL04S55Uv7ZUEew7J_,https://drive.google.com/file/d/1Ma963q1PCbdyiwbL04S55Uv7ZUEew7J_/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Pull Out Base Trash,145n-C74TrB8s1KfV7mFTcPJRPlO9XMj7,https://drive.google.com/uc?id=145n-C74TrB8s1KfV7mFTcPJRPlO9XMj7,https://drive.google.com/file/d/145n-C74TrB8s1KfV7mFTcPJRPlO9XMj7/view
INTERIOR - KITCHEN CABINETS - OPTIONAL UPGRADES,Pull Out Spice Rack Base,1uvhksWzTDW3xhlrGEC4WPGnron3uKwPf,https://drive.google.com/uc?id=1uvhksWzTDW3xhlrGEC4WPGnron3uKwPf,https://drive.google.com/file/d/1uvhksWzTDW3xhlrGEC4WPGnron3uKwPf/view
INTERIOR - CEILING-WALL-TRIM PAINT,Agreeable Gray,1Kf_AR7H1m_4BEpG_MFxTR1dkU5jKey35,https://drive.google.com/uc?id=1Kf_AR7H1m_4BEpG_MFxTR1dkU5jKey35,https://drive.google.com/file/d/1Kf_AR7H1m_4BEpG_MFxTR1dkU5jKey35/view
INTERIOR - CEILING-WALL-TRIM PAINT,Accessible Beige,17svZQvffIB4HFoAxWZSAkVETKNPGM37z,https://drive.google.com/uc?id=17svZQvffIB4HFoAxWZSAkVETKNPGM37z,https://drive.google.com/file/d/17svZQvffIB4HFoAxWZSAkVETKNPGM37z/view
INTERIOR - CEILING-WALL-TRIM PAINT,Greek Villa,15mir06n7_P0b97kdRprB81Hw-VmcaSOw,https://drive.google.com/uc?id=15mir06n7_P0b97kdRprB81Hw-VmcaSOw,https://drive.google.com/file/d/15mir06n7_P0b97kdRprB81Hw-VmcaSOw/view
INTERIOR - CEILING-WALL-TRIM PAINT,Pure White,1Ez1YVNVnUUK45W9CnNUbopY18Gky76Ih,https://drive.google.com/uc?id=1Ez1YVNVnUUK45W9CnNUbopY18Gky76Ih,https://drive.google.com/file/d/1Ez1YVNVnUUK45W9CnNUbopY18Gky76Ih/view
EXTERIOR - LIGHTING - INCLUDED,Progress Lighting 05,15n8GwCMYBYXIyXRzh7CzJ0zs2XVqVIbo,https://drive.google.com/uc?id=15n8GwCMYBYXIyXRzh7CzJ0zs2XVqVIbo,https://drive.google.com/file/d/15n8GwCMYBYXIyXRzh7CzJ0zs2XVqVIbo/view
EXTERIOR - LIGHTING - INCLUDED,Progress Lighting 04,1lQN1bMgdj1kwoo0pHN87xvjEfZ2sv9KV,https://drive.google.com/uc?id=1lQN1bMgdj1kwoo0pHN87xvjEfZ2sv9KV,https://drive.google.com/file/d/1lQN1bMgdj1kwoo0pHN87xvjEfZ2sv9KV/view
EXTERIOR - LIGHTING - INCLUDED,Progress Lighting 03,1mwCUsoTQ99PCx3Edg3YxhVr77XkfMz59,https://drive.google.com/uc?id=1mwCUsoTQ99PCx3Edg3YxhVr77XkfMz59,https://drive.google.com/file/d/1mwCUsoTQ99PCx3Edg3YxhVr77XkfMz59/view
EXTERIOR - LIGHTING - INCLUDED,Progress Lighting 02,1iQIXzGZ2A_uobwnE-81ZV0C7BcgntI11,https://drive.google.com/uc?id=1iQIXzGZ2A_uobwnE-81ZV0C7BcgntI11,https://drive.google.com/file/d/1iQIXzGZ2A_uobwnE-81ZV0C7BcgntI11/view
EXTERIOR - LIGHTING - INCLUDED,Progress Lighting 01,1Gbw86TlKop992utYMXplubLKl2nJGHrH,https://drive.google.com/uc?id=1Gbw86TlKop992utYMXplubLKl2nJGHrH,https://drive.google.com/file/d/1Gbw86TlKop992utYMXplubLKl2nJGHrH/view
EXTERIOR - LIGHTING - INCLUDED,Exterior Lighting Image,1sFz8hH9zVsVNl19MY4B4EBFTHTHSbFBA,https://drive.google.com/uc?id=1sFz8hH9zVsVNl19MY4B4EBFTHTHSbFBA,https://drive.google.com/file/d/1sFz8hH9zVsVNl19MY4B4EBFTHTHSbFBA/view
EXTERIOR - ROOF,Shakewood Shingles,1tLACw19GiQkP0mbKF_DARpRh16zpNwM-,https://drive.google.com/uc?id=1tLACw19GiQkP0mbKF_DARpRh16zpNwM-,https://drive.google.com/file/d/1tLACw19GiQkP0mbKF_DARpRh16zpNwM-/view
EXTERIOR - ROOF,Hickory Shingles,1f4MPePNFyTrkaDo_k03XP7h355VWlm9v,https://drive.google.com/uc?id=1f4MPePNFyTrkaDo_k03XP7h355VWlm9v,https://drive.google.com/file/d/1f4MPePNFyTrkaDo_k03XP7h355VWlm9v/view
EXTERIOR - ROOF,Driftwood Shingles,1s2BUr6XajMa_VPsdE_UeUCqFjOlrxqyL,https://drive.google.com/uc?id=1s2BUr6XajMa_VPsdE_UeUCqFjOlrxqyL,https://drive.google.com/file/d/1s2BUr6XajMa_VPsdE_UeUCqFjOlrxqyL/view
EXTERIOR - ROOF,Charcoal Shingles,1s_sF8ADCw8Ya2Ro8uLWjVTi7O1lvcSLh,https://drive.google.com/uc?id=1s_sF8ADCw8Ya2Ro8uLWjVTi7O1lvcSLh,https://drive.google.com/file/d/1s_sF8ADCw8Ya2Ro8uLWjVTi7O1lvcSLh/view
EXTERIOR - ROOF,Barkwood Shingles,1f3S_1FVdWQJDFU2neGdDC4rbohBZrZmj,https://drive.google.com/uc?id=1f3S_1FVdWQJDFU2neGdDC4rbohBZrZmj,https://drive.google.com/file/d/1f3S_1FVdWQJDFU2neGdDC4rbohBZrZmj/view
EXTERIOR - ROOF,Fox Hollow Grey Shingles,1OJtoLD2jtl6w0RE-xesDVJ58Pdn-DmMn,https://drive.google.com/uc?id=1OJtoLD2jtl6w0RE-xesDVJ58Pdn-DmMn,https://drive.google.com/file/d/1OJtoLD2jtl6w0RE-xesDVJ58Pdn-DmMn/view
EXTERIOR - ROOF,Slate Shingles,16fN_PbPUZhcaBcAQDT7mSCG5djo3Z83A,https://drive.google.com/uc?id=16fN_PbPUZhcaBcAQDT7mSCG5djo3Z83A,https://drive.google.com/file/d/16fN_PbPUZhcaBcAQDT7mSCG5djo3Z83A/view
EXTERIOR - ROOF,Pewter Gray Shingles,1LfKnNOAa8kMJRNS_dDiwWB0VpunvTSlK,https://drive.google.com/uc?id=1LfKnNOAa8kMJRNS_dDiwWB0VpunvTSlK,https://drive.google.com/file/d/1LfKnNOAa8kMJRNS_dDiwWB0VpunvTSlK/view
EXTERIOR - ROOF,Oyster Grey Shingles,17ULrBuss_J9J99VR5h7v1EdZBaPrsv4i,https://drive.google.com/uc?id=17ULrBuss_J9J99VR5h7v1EdZBaPrsv4i,https://drive.google.com/file/d/17ULrBuss_J9J99VR5h7v1EdZBaPrsv4i/view
EXTERIOR - ROOF,Mission Brown Shingles,1Ss9bAYaGX3RtYIv6npLtp9iM4WHAPndc,https://drive.google.com/uc?id=1Ss9bAYaGX3RtYIv6npLtp9iM4WHAPndc,https://drive.google.com/file/d/1Ss9bAYaGX3RtYIv6npLtp9iM4WHAPndc/view
EXTERIOR - SIDING,Fiber Cement Siding,1ILHErs8gs_AAbg1aCF0bHUEQ5o6Comft,https://drive.google.com/uc?id=1ILHErs8gs_AAbg1aCF0bHUEQ5o6Comft,https://drive.google.com/file/d/1ILHErs8gs_AAbg1aCF0bHUEQ5o6Comft/view
EXTERIOR - SIDING,Color Beige,1D6Bo5V1q8T5q9-R4sL4XA4O07oATB0dX,https://drive.google.com/uc?id=1D6Bo5V1q8T5q9-R4sL4XA4O07oATB0dX,https://drive.google.com/file/d/1D6Bo5V1q8T5q9-R4sL4XA4O07oATB0dX/view
EXTERIOR - SIDING,Color Gray,1t2Z2LK0dP0iFPDUXU9_47yfxsXP_8sgQ,https://drive.google.com/uc?id=1t2Z2LK0dP0iFPDUXU9_47yfxsXP_8sgQ,https://drive.google.com/file/d/1t2Z2LK0dP0iFPDUXU9_47yfxsXP_8sgQ/view
EXTERIOR - SIDING,Color White,1mUEXpOgyzPs7TWM4b6Qt_0j8llUJeBiq,https://drive.google.com/uc?id=1mUEXpOgyzPs7TWM4b6Qt_0j8llUJeBiq,https://drive.google.com/file/d/1mUEXpOgyzPs7TWM4b6Qt_0j8llUJeBiq/view
EXTERIOR - SIDING,Vinyl Lap Siding,1VqwFAevxiJbiWOhzestPasLVlhzwc7PY,https://drive.google.com/uc?id=1VqwFAevxiJbiWOhzestPasLVlhzwc7PY,https://drive.google.com/file/d/1VqwFAevxiJbiWOhzestPasLVlhzwc7PY/view
EXTERIOR - DOORS,Exterior Doors 1,1VanNX4_-oh0wkgzTE8Wkb0hahl5YBLjp,https://drive.google.com/uc?id=1VanNX4_-oh0wkgzTE8Wkb0hahl5YBLjp,https://drive.google.com/file/d/1VanNX4_-oh0wkgzTE8Wkb0hahl5YBLjp/view
EXTERIOR - DOORS,Exterior Doors 2,16JWXlQiUT5dk1MseYHfS2bzlcJkezAh5,https://drive.google.com/uc?id=16JWXlQiUT5dk1MseYHfS2bzlcJkezAh5,https://drive.google.com/file/d/16JWXlQiUT5dk1MseYHfS2bzlcJkezAh5/view
EXTERIOR - DOOR HARDWARE,Satin Nickel,1pCKg6TW7OYvUDxMgFOYrtgSEe3m3ve76,https://drive.google.com/uc?id=1pCKg6TW7OYvUDxMgFOYrtgSEe3m3ve76,https://drive.google.com/file/d/1pCKg6TW7OYvUDxMgFOYrtgSEe3m3ve76/view
EXTERIOR - DOOR HARDWARE,Bright Chrome,1oidSPtK_dA4UST3ryhEkFjPHAYxAq1ar,https://drive.google.com/uc?id=1oidSPtK_dA4UST3ryhEkFjPHAYxAq1ar,https://drive.google.com/file/d/1oidSPtK_dA4UST3ryhEkFjPHAYxAq1ar/view
EXTERIOR - DOOR HARDWARE,Matte Black,1YFGhncHvXHuHfSWSV1O9HNEYZmf9jgns,https://drive.google.com/uc?id=1YFGhncHvXHuHfSWSV1O9HNEYZmf9jgns,https://drive.google.com/file/d/1YFGhncHvXHuHfSWSV1O9HNEYZmf9jgns/view
EXTERIOR - LIGHTING - UPGRADE,Progress Lighting 04,1ZHiHHs-rrJPsXuuBHOPEqbogfadxuowT,https://drive.google.com/uc?id=1ZHiHHs-rrJPsXuuBHOPEqbogfadxuowT,https://drive.google.com/file/d/1ZHiHHs-rrJPsXuuBHOPEqbogfadxuowT/view
EXTERIOR - LIGHTING - UPGRADE,Progress Lighting 03,1P_kf9q0IJMPsKstyNq5ceeh0Bz3Xmugg,https://drive.google.com/uc?id=1P_kf9q0IJMPsKstyNq5ceeh0Bz3Xmugg,https://drive.google.com/file/d/1P_kf9q0IJMPsKstyNq5ceeh0Bz3Xmugg/view
EXTERIOR - LIGHTING - UPGRADE,Progress Lighting 02,1FrXBUvsMLDri2ekAgUAehrSs9AnkQjWI,https://drive.google.com/uc?id=1FrXBUvsMLDri2ekAgUAehrSs9AnkQjWI,https://drive.google.com/file/d/1FrXBUvsMLDri2ekAgUAehrSs9AnkQjWI/view
EXTERIOR - LIGHTING - UPGRADE,Progress Lighting 01,1m_ofdqpduV7lbQsYLaYNrb4yml-VBZXQ,https://drive.google.com/uc?id=1m_ofdqpduV7lbQsYLaYNrb4yml-VBZXQ,https://drive.google.com/file/d/1m_ofdqpduV7lbQsYLaYNrb4yml-VBZXQ/view
EXTERIOR - LIGHTING - UPGRADE,Exterior Lighting Image 2,1pSHNL4WiEMbsL3rjTmV6WTuGCmNtBX9Z,https://drive.google.com/uc?id=1pSHNL4WiEMbsL3rjTmV6WTuGCmNtBX9Z,https://drive.google.com/file/d/1pSHNL4WiEMbsL3rjTmV6WTuGCmNtBX9Z/view
EXTERIOR - WINDOW FRAME COLOR,White Framed (Included),1-WEDdCl-DrHdxViWrkvMjY-T0HbQBEKC,https://drive.google.com/uc?id=1-WEDdCl-DrHdxViWrkvMjY-T0HbQBEKC,https://drive.google.com/file/d/1-WEDdCl-DrHdxViWrkvMjY-T0HbQBEKC/view
EXTERIOR - WINDOW FRAME COLOR,Black Framed (Upgrade),12CgMqTwt4FwB4I63nrwljugDvVpDTjd1,https://drive.google.com/uc?id=12CgMqTwt4FwB4I63nrwljugDvVpDTjd1,https://drive.google.com/file/d/12CgMqTwt4FwB4I63nrwljugDvVpDTjd1/view
